county,precinct,office,district,candidate,party,votes
Ontario,City of Canandaigua 1/1,Governor,,Andrew M. Cuomo,DEM,223
Ontario,City of Canandaigua 1/2,Governor,,Andrew M. Cuomo,DEM,309
Ontario,City of Canandaigua 2/1,Governor,,Andrew M. Cuomo,DEM,138
Ontario,City of Canandaigua 2/2,Governor,,Andrew M. Cuomo,DEM,165
Ontario,City of Canandaigua 3/1,Governor,,Andrew M. Cuomo,DEM,216
Ontario,City of Canandaigua 3/2,Governor,,Andrew M. Cuomo,DEM,218
Ontario,City of Canandaigua 4/1,Governor,,Andrew M. Cuomo,DEM,233
Ontario,City of Canandaigua 4/2,Governor,,Andrew M. Cuomo,DEM,283
Ontario,City of Geneva Ward 1/1,Governor,,Andrew M. Cuomo,DEM,168
Ontario,City of Geneva Ward 1/2,Governor,,Andrew M. Cuomo,DEM,130
Ontario,City of Geneva Ward 2/1,Governor,,Andrew M. Cuomo,DEM,182
Ontario,City of Geneva Ward 2/2,Governor,,Andrew M. Cuomo,DEM,184
Ontario,City of Geneva Ward 3/1,Governor,,Andrew M. Cuomo,DEM,201
Ontario,City of Geneva Ward 3/2,Governor,,Andrew M. Cuomo,DEM,329
Ontario,City of Geneva Ward 4/1,Governor,,Andrew M. Cuomo,DEM,190
Ontario,City of Geneva Ward 4/2,Governor,,Andrew M. Cuomo,DEM,144
Ontario,City of Geneva Ward 5/1,Governor,,Andrew M. Cuomo,DEM,114
Ontario,City of Geneva Ward 5/2,Governor,,Andrew M. Cuomo,DEM,134
Ontario,City of Geneva Ward 6/1,Governor,,Andrew M. Cuomo,DEM,118
Ontario,City of Geneva Ward 6/2,Governor,,Andrew M. Cuomo,DEM,97
Ontario,Town of Bristol 1,Governor,,Andrew M. Cuomo,DEM,84
Ontario,Town of Bristol 2,Governor,,Andrew M. Cuomo,DEM,172
Ontario,Town of Canadice 1,Governor,,Andrew M. Cuomo,DEM,113
Ontario,Town of Canadice 2,Governor,,Andrew M. Cuomo,DEM,99
Ontario,Town of Canandaigua 1,Governor,,Andrew M. Cuomo,DEM,197
Ontario,Town of Canandaigua 2,Governor,,Andrew M. Cuomo,DEM,210
Ontario,Town of Canandaigua 3,Governor,,Andrew M. Cuomo,DEM,378
Ontario,Town of Canandaigua 4,Governor,,Andrew M. Cuomo,DEM,272
Ontario,Town of Canandaigua 5,Governor,,Andrew M. Cuomo,DEM,364
Ontario,Town of Canandaigua 6,Governor,,Andrew M. Cuomo,DEM,161
Ontario,Town of Canandaigua 7,Governor,,Andrew M. Cuomo,DEM,156
Ontario,Town of East Bloomfield 1,Governor,,Andrew M. Cuomo,DEM,145
Ontario,Town of East Bloomfield 2,Governor,,Andrew M. Cuomo,DEM,141
Ontario,Town of East Bloomfield 3,Governor,,Andrew M. Cuomo,DEM,161
Ontario,Town of Farmington 1,Governor,,Andrew M. Cuomo,DEM,157
Ontario,Town of Farmington 2,Governor,,Andrew M. Cuomo,DEM,201
Ontario,Town of Farmington 3,Governor,,Andrew M. Cuomo,DEM,210
Ontario,Town of Farmington 4,Governor,,Andrew M. Cuomo,DEM,174
Ontario,Town of Farmington 5,Governor,,Andrew M. Cuomo,DEM,115
Ontario,Town of Farmington 6,Governor,,Andrew M. Cuomo,DEM,245
Ontario,Town of Farmington 7,Governor,,Andrew M. Cuomo,DEM,205
Ontario,Town of Farmington 8,Governor,,Andrew M. Cuomo,DEM,163
Ontario,Town of Farmington 9,Governor,,Andrew M. Cuomo,DEM,131
Ontario,Town of Farmington 10,Governor,,Andrew M. Cuomo,DEM,36
Ontario,Town of Geneva 1,Governor,,Andrew M. Cuomo,DEM,205
Ontario,Town of Geneva 2,Governor,,Andrew M. Cuomo,DEM,225
Ontario,Town of Geneva 3,Governor,,Andrew M. Cuomo,DEM,237
Ontario,Town of Gorham 1,Governor,,Andrew M. Cuomo,DEM,96
Ontario,Town of Gorham 2,Governor,,Andrew M. Cuomo,DEM,95
Ontario,Town of Gorham 3,Governor,,Andrew M. Cuomo,DEM,166
Ontario,Town of Gorham 4,Governor,,Andrew M. Cuomo,DEM,155
Ontario,Town of Hopewell 1,Governor,,Andrew M. Cuomo,DEM,88
Ontario,Town of Hopewell 2,Governor,,Andrew M. Cuomo,DEM,101
Ontario,Town of Hopewell 3,Governor,,Andrew M. Cuomo,DEM,136
Ontario,Town of Manchester 1,Governor,,Andrew M. Cuomo,DEM,183
Ontario,Town of Manchester 2,Governor,,Andrew M. Cuomo,DEM,100
Ontario,Town of Manchester 3,Governor,,Andrew M. Cuomo,DEM,113
Ontario,Town of Manchester 4,Governor,,Andrew M. Cuomo,DEM,80
Ontario,Town of Manchester 5,Governor,,Andrew M. Cuomo,DEM,85
Ontario,Town of Manchester 6,Governor,,Andrew M. Cuomo,DEM,108
Ontario,Town of Manchester 7,Governor,,Andrew M. Cuomo,DEM,114
Ontario,Town of Manchester 8,Governor,,Andrew M. Cuomo,DEM,105
Ontario,Town of Naples 1,Governor,,Andrew M. Cuomo,DEM,180
Ontario,Town of Naples 2,Governor,,Andrew M. Cuomo,DEM,157
Ontario,Town of Phelps 1,Governor,,Andrew M. Cuomo,DEM,147
Ontario,Town of Phelps 2,Governor,,Andrew M. Cuomo,DEM,101
Ontario,Town of Phelps 3,Governor,,Andrew M. Cuomo,DEM,98
Ontario,Town of Phelps 4,Governor,,Andrew M. Cuomo,DEM,119
Ontario,Town of Phelps 5,Governor,,Andrew M. Cuomo,DEM,109
Ontario,Town of Phelps 6,Governor,,Andrew M. Cuomo,DEM,95
Ontario,Town of Richmond 1,Governor,,Andrew M. Cuomo,DEM,108
Ontario,Town of Richmond 2,Governor,,Andrew M. Cuomo,DEM,124
Ontario,Town of Richmond 3,Governor,,Andrew M. Cuomo,DEM,130
Ontario,Town of South Bristol 1,Governor,,Andrew M. Cuomo,DEM,145
Ontario,Town of South Bristol 2,Governor,,Andrew M. Cuomo,DEM,166
Ontario,Town of Seneca 1,Governor,,Andrew M. Cuomo,DEM,50
Ontario,Town of Seneca 2,Governor,,Andrew M. Cuomo,DEM,100
Ontario,Town of Seneca 3,Governor,,Andrew M. Cuomo,DEM,119
Ontario,Town of Victor 1,Governor,,Andrew M. Cuomo,DEM,198
Ontario,Town of Victor 2,Governor,,Andrew M. Cuomo,DEM,213
Ontario,Town of Victor 3,Governor,,Andrew M. Cuomo,DEM,234
Ontario,Town of Victor 4,Governor,,Andrew M. Cuomo,DEM,179
Ontario,Town of Victor 5,Governor,,Andrew M. Cuomo,DEM,341
Ontario,Town of Victor 6,Governor,,Andrew M. Cuomo,DEM,211
Ontario,Town of Victor 7,Governor,,Andrew M. Cuomo,DEM,274
Ontario,Town of Victor 8,Governor,,Andrew M. Cuomo,DEM,269
Ontario,Town of Victor 9,Governor,,Andrew M. Cuomo,DEM,228
Ontario,Town of Victor 10,Governor,,Andrew M. Cuomo,DEM,247
Ontario,Town of Victor 11,Governor,,Andrew M. Cuomo,DEM,156
Ontario,Town of Victor 12,Governor,,Andrew M. Cuomo,DEM,211
Ontario,Town of West Bloomfield 1,Governor,,Andrew M. Cuomo,DEM,154
Ontario,Town of West Bloomfield 2,Governor,,Andrew M. Cuomo,DEM,139
Ontario,Multi-ED Collection,Governor,,Andrew M. Cuomo,DEM,69
Ontario,City of Canandaigua 1/1,Governor,,Andrew M. Cuomo,WOR,2
Ontario,City of Canandaigua 1/2,Governor,,Andrew M. Cuomo,WOR,7
Ontario,City of Canandaigua 2/1,Governor,,Andrew M. Cuomo,WOR,7
Ontario,City of Canandaigua 2/2,Governor,,Andrew M. Cuomo,WOR,2
Ontario,City of Canandaigua 3/1,Governor,,Andrew M. Cuomo,WOR,6
Ontario,City of Canandaigua 3/2,Governor,,Andrew M. Cuomo,WOR,5
Ontario,City of Canandaigua 4/1,Governor,,Andrew M. Cuomo,WOR,4
Ontario,City of Canandaigua 4/2,Governor,,Andrew M. Cuomo,WOR,5
Ontario,City of Geneva Ward 1/1,Governor,,Andrew M. Cuomo,WOR,4
Ontario,City of Geneva Ward 1/2,Governor,,Andrew M. Cuomo,WOR,8
Ontario,City of Geneva Ward 2/1,Governor,,Andrew M. Cuomo,WOR,8
Ontario,City of Geneva Ward 2/2,Governor,,Andrew M. Cuomo,WOR,1
Ontario,City of Geneva Ward 3/1,Governor,,Andrew M. Cuomo,WOR,5
Ontario,City of Geneva Ward 3/2,Governor,,Andrew M. Cuomo,WOR,5
Ontario,City of Geneva Ward 4/1,Governor,,Andrew M. Cuomo,WOR,2
Ontario,City of Geneva Ward 4/2,Governor,,Andrew M. Cuomo,WOR,6
Ontario,City of Geneva Ward 5/1,Governor,,Andrew M. Cuomo,WOR,5
Ontario,City of Geneva Ward 5/2,Governor,,Andrew M. Cuomo,WOR,5
Ontario,City of Geneva Ward 6/1,Governor,,Andrew M. Cuomo,WOR,0
Ontario,City of Geneva Ward 6/2,Governor,,Andrew M. Cuomo,WOR,4
Ontario,Town of Bristol 1,Governor,,Andrew M. Cuomo,WOR,2
Ontario,Town of Bristol 2,Governor,,Andrew M. Cuomo,WOR,5
Ontario,Town of Canadice 1,Governor,,Andrew M. Cuomo,WOR,4
Ontario,Town of Canadice 2,Governor,,Andrew M. Cuomo,WOR,3
Ontario,Town of Canandaigua 1,Governor,,Andrew M. Cuomo,WOR,5
Ontario,Town of Canandaigua 2,Governor,,Andrew M. Cuomo,WOR,2
Ontario,Town of Canandaigua 3,Governor,,Andrew M. Cuomo,WOR,6
Ontario,Town of Canandaigua 4,Governor,,Andrew M. Cuomo,WOR,6
Ontario,Town of Canandaigua 5,Governor,,Andrew M. Cuomo,WOR,8
