candidate,office,district,party,county,precinct,votes
,Registered Voters,,DEMOCRATIC,Warren,B,642
,Ballots Cast,,DEMOCRATIC,Warren,B,77
Cynthia E. Nixon,Governor ,,DEMOCRATIC,Warren,B,38
Andrew M. Cuomo,Governor ,,DEMOCRATIC,Warren,B,33
Write In,Governor ,,DEMOCRATIC,Warren,B,0
Under/Over Votes,Governor ,,DEMOCRATIC,Warren,B,-6
Kathy C Hochul,Lieutenant Governor,,DEMOCRATIC,Warren,B,35
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Warren,B,27
Write In,Lieutenant Governor,,DEMOCRATIC,Warren,B,0
Under/Over Votes,Lieutenant Governor,,DEMOCRATIC,Warren,B,-15
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Warren,B,27
Letitia A. James,Attorney General,,DEMOCRATIC,Warren,B,8
Leecia R. Eve,Attorney General,,DEMOCRATIC,Warren,B,1
Zephyr Teachout,Attorney General,,DEMOCRATIC,Warren,B,34
Nancy B Sliwa,Attorney General,,DEMOCRATIC,Warren,B,2
Mike Diederich,Attorney General,,DEMOCRATIC,Warren,B,2
Christopher B Garvey,Attorney General,,DEMOCRATIC,Warren,B,0
Write In,Attorney General,,DEMOCRATIC,Warren,B,2
Under/Over Votes,Attorney General,,DEMOCRATIC,Warren,B,-1
,Registered Voters,,DEMOCRATIC,Warren,C,826
,Ballots Cast,,DEMOCRATIC,Warren,C,112
Cynthia E. Nixon,Governor ,,DEMOCRATIC,Warren,C,44
Andrew M. Cuomo,Governor ,,DEMOCRATIC,Warren,C,66
Write In,Governor ,,DEMOCRATIC,Warren,C,0
Under/Over Votes,Governor ,,DEMOCRATIC,Warren,C,-2
Kathy C Hochul,Lieutenant Governor,,DEMOCRATIC,Warren,C,62
Jumaane Williams,Lieutenant Governor,,DEMOCRATIC,Warren,C,42
Write In,Lieutenant Governor,,DEMOCRATIC,Warren,C,0
Under/Over Votes,Lieutenant Governor,,DEMOCRATIC,Warren,C,-8
Sean Patrick Maloney,Attorney General,,DEMOCRATIC,Warren,C,33
Letitia A. James,Attorney General,,DEMOCRATIC,Warren,C,14
Leecia R. Eve,Attorney General,,DEMOCRATIC,Warren,C,5
Zephyr Teachout,Attorney General,,DEMOCRATIC,Warren,C,55
Nancy B Sliwa,Attorney General,,DEMOCRATIC,Warren,C,1
Mike Diederich,Attorney General,,DEMOCRATIC,Warren,C,1
Christopher B Garvey,Attorney General,,DEMOCRATIC,Warren,C,0
Write In,Attorney General,,DEMOCRATIC,Warren,C,0
Under/Over Votes,Attorney General,,DEMOCRATIC,Warren,C,-3
,Registered Voters,,DEMOCRATIC,Warren,HA,250
,Ballots Cast,,DEMOCRATIC,Warren,HA,42
Cynthia E. Nixon,Governor ,,DEMOCRATIC,Warren,HA,12
Andrew M. Cuomo,Governor ,,DEMOCRATIC,Warren,HA,28
Write In,Governor ,,DEMOCRATIC,Warren,HA,0
Under/Over Votes,Governor ,,DEMOCRATIC,Warren,HA,-2
Kathy C Hochul,Lieutenant Governor,,DEMOCRATIC,Warren,HA,30
