county,precinct,office,district,candidate,party,votes
Bronx,001/77,Governor,,Public Counter,,36
Bronx,001/77,Governor,,Emergency,,0
Bronx,001/77,Governor,,Absentee/Military,,1
Bronx,001/77,Governor,,Federal,,1
Bronx,001/77,Governor,,Affidavit,,4
Bronx,001/77,Governor,,Andrew M. Cuomo,Democratic,31
Bronx,001/77,Governor,,Rob Astorino,Republican,3
Bronx,001/77,Governor,,Rob Astorino,Conservative,1
Bronx,001/77,Governor,,Andrew M. Cuomo,Working Families,3
Bronx,001/77,Governor,,Andrew M. Cuomo,Independence,1
Bronx,001/77,Governor,,Howie Hawkins,Green,0
Bronx,001/77,Governor,,Andrew M. Cuomo,Women's Equality,1
Bronx,001/77,Governor,,Steven Cohn,Sapient,0
Bronx,001/77,Governor,,Rob Astorino,StopCommonCore,0
Bronx,001/77,Governor,,Michael McDermott,Libertarian,1
Bronx,002/77,Governor,,Public Counter,,66
Bronx,002/77,Governor,,Emergency,,0
Bronx,002/77,Governor,,Absentee/Military,,3
Bronx,002/77,Governor,,Federal,,0
Bronx,002/77,Governor,,Affidavit,,4
Bronx,002/77,Governor,,Andrew M. Cuomo,Democratic,63
Bronx,002/77,Governor,,Rob Astorino,Republican,5
Bronx,002/77,Governor,,Rob Astorino,Conservative,0
Bronx,002/77,Governor,,Andrew M. Cuomo,Working Families,1
Bronx,002/77,Governor,,Andrew M. Cuomo,Independence,0
Bronx,002/77,Governor,,Howie Hawkins,Green,3
Bronx,002/77,Governor,,Andrew M. Cuomo,Women's Equality,0
Bronx,002/77,Governor,,Steven Cohn,Sapient,0
Bronx,002/77,Governor,,Rob Astorino,StopCommonCore,0
Bronx,002/77,Governor,,Michael McDermott,Libertarian,0
Bronx,003/77,Governor,,Public Counter,,253
Bronx,003/77,Governor,,Emergency,,0
Bronx,003/77,Governor,,Absentee/Military,,5
Bronx,003/77,Governor,,Federal,,1
Bronx,003/77,Governor,,Affidavit,,4
Bronx,003/77,Governor,,Andrew M. Cuomo,Democratic,241
Bronx,003/77,Governor,,Rob Astorino,Republican,6
Bronx,003/77,Governor,,Rob Astorino,Conservative,2
Bronx,003/77,Governor,,Andrew M. Cuomo,Working Families,4
Bronx,003/77,Governor,,Andrew M. Cuomo,Independence,0
Bronx,003/77,Governor,,Howie Hawkins,Green,0
Bronx,003/77,Governor,,Andrew M. Cuomo,Women's Equality,0
Bronx,003/77,Governor,,Steven Cohn,Sapient,0
Bronx,003/77,Governor,,Rob Astorino,StopCommonCore,0
Bronx,003/77,Governor,,Michael McDermott,Libertarian,0
Bronx,004/77,Governor,,Public Counter,,72
Bronx,004/77,Governor,,Emergency,,0
Bronx,004/77,Governor,,Absentee/Military,,1
Bronx,004/77,Governor,,Federal,,0
Bronx,004/77,Governor,,Affidavit,,7
Bronx,004/77,Governor,,Andrew M. Cuomo,Democratic,67
Bronx,004/77,Governor,,Rob Astorino,Republican,7
Bronx,004/77,Governor,,Rob Astorino,Conservative,0
Bronx,004/77,Governor,,Andrew M. Cuomo,Working Families,3
Bronx,004/77,Governor,,Andrew M. Cuomo,Independence,0
Bronx,004/77,Governor,,Howie Hawkins,Green,0
Bronx,004/77,Governor,,Andrew M. Cuomo,Women's Equality,0
Bronx,004/77,Governor,,Steven Cohn,Sapient,0
Bronx,004/77,Governor,,Rob Astorino,StopCommonCore,0
Bronx,004/77,Governor,,Michael McDermott,Libertarian,0
Bronx,005/77,Governor,,Public Counter,,235
Bronx,005/77,Governor,,Emergency,,0
Bronx,005/77,Governor,,Absentee/Military,,4
Bronx,005/77,Governor,,Federal,,0
Bronx,005/77,Governor,,Affidavit,,2
Bronx,005/77,Governor,,Andrew M. Cuomo,Democratic,212
Bronx,005/77,Governor,,Rob Astorino,Republican,7
Bronx,005/77,Governor,,Rob Astorino,Conservative,0
Bronx,005/77,Governor,,Andrew M. Cuomo,Working Families,5
Bronx,005/77,Governor,,Andrew M. Cuomo,Independence,1
Bronx,005/77,Governor,,Howie Hawkins,Green,5
Bronx,005/77,Governor,,Andrew M. Cuomo,Women's Equality,0
Bronx,005/77,Governor,,Steven Cohn,Sapient,1
Bronx,005/77,Governor,,Rob Astorino,StopCommonCore,0
Bronx,005/77,Governor,,Michael McDermott,Libertarian,0
Bronx,006/77,Governor,,Public Counter,,193
Bronx,006/77,Governor,,Emergency,,0
Bronx,006/77,Governor,,Absentee/Military,,2
Bronx,006/77,Governor,,Federal,,1
Bronx,006/77,Governor,,Affidavit,,3
Bronx,006/77,Governor,,Andrew M. Cuomo,Democratic,176
Bronx,006/77,Governor,,Rob Astorino,Republican,6
Bronx,006/77,Governor,,Rob Astorino,Conservative,1
Bronx,006/77,Governor,,Andrew M. Cuomo,Working Families,7
Bronx,006/77,Governor,,Andrew M. Cuomo,Independence,1
Bronx,006/77,Governor,,Howie Hawkins,Green,3
Bronx,006/77,Governor,,Andrew M. Cuomo,Women's Equality,1
Bronx,006/77,Governor,,Steven Cohn,Sapient,0
Bronx,006/77,Governor,,Rob Astorino,StopCommonCore,0
Bronx,006/77,Governor,,Michael McDermott,Libertarian,0
Bronx,007/77,Governor,,Public Counter,,282
Bronx,007/77,Governor,,Emergency,,0
Bronx,007/77,Governor,,Absentee/Military,,4
Bronx,007/77,Governor,,Federal,,1
Bronx,007/77,Governor,,Affidavit,,14
Bronx,007/77,Governor,,Andrew M. Cuomo,Democratic,263
Bronx,007/77,Governor,,Rob Astorino,Republican,15
Bronx,007/77,Governor,,Rob Astorino,Conservative,2
Bronx,007/77,Governor,,Andrew M. Cuomo,Working Families,7
Bronx,007/77,Governor,,Andrew M. Cuomo,Independence,0
Bronx,007/77,Governor,,Howie Hawkins,Green,1
Bronx,007/77,Governor,,Andrew M. Cuomo,Women's Equality,0
Bronx,007/77,Governor,,Steven Cohn,Sapient,0
Bronx,007/77,Governor,,Rob Astorino,StopCommonCore,0
Bronx,007/77,Governor,,Michael McDermott,Libertarian,0
Bronx,008/77,Governor,,Public Counter,,239
Bronx,008/77,Governor,,Emergency,,0
Bronx,008/77,Governor,,Absentee/Military,,2
Bronx,008/77,Governor,,Federal,,0
Bronx,008/77,Governor,,Affidavit,,9
Bronx,008/77,Governor,,Andrew M. Cuomo,Democratic,232
Bronx,008/77,Governor,,Rob Astorino,Republican,8
Bronx,008/77,Governor,,Rob Astorino,Conservative,0
Bronx,008/77,Governor,,Andrew M. Cuomo,Working Families,3
Bronx,008/77,Governor,,Andrew M. Cuomo,Independence,0
Bronx,008/77,Governor,,Howie Hawkins,Green,1
Bronx,008/77,Governor,,Andrew M. Cuomo,Women's Equality,1
Bronx,008/77,Governor,,Steven Cohn,Sapient,0
Bronx,008/77,Governor,,Rob Astorino,StopCommonCore,0
Bronx,008/77,Governor,,Michael McDermott,Libertarian,0
Bronx,008/77,Governor,,Scattered,,1
Bronx,009/77,Governor,,Public Counter,,242
Bronx,009/77,Governor,,Emergency,,0
Bronx,009/77,Governor,,Absentee/Military,,0
Bronx,009/77,Governor,,Federal,,2
Bronx,009/77,Governor,,Affidavit,,11
Bronx,009/77,Governor,,Andrew M. Cuomo,Democratic,223
Bronx,009/77,Governor,,Rob Astorino,Republican,11
Bronx,009/77,Governor,,Rob Astorino,Conservative,3
Bronx,009/77,Governor,,Andrew M. Cuomo,Working Families,4
Bronx,009/77,Governor,,Andrew M. Cuomo,Independence,0
Bronx,009/77,Governor,,Howie Hawkins,Green,2
Bronx,009/77,Governor,,Andrew M. Cuomo,Women's Equality,3
Bronx,009/77,Governor,,Steven Cohn,Sapient,0
Bronx,009/77,Governor,,Rob Astorino,StopCommonCore,1
Bronx,009/77,Governor,,Michael McDermott,Libertarian,0
Bronx,010/77,Governor,,Public Counter,,345
Bronx,010/77,Governor,,Emergency,,0
Bronx,010/77,Governor,,Absentee/Military,,6
Bronx,010/77,Governor,,Federal,,0
Bronx,010/77,Governor,,Affidavit,,7
Bronx,010/77,Governor,,Andrew M. Cuomo,Democratic,321
Bronx,010/77,Governor,,Rob Astorino,Republican,19
Bronx,010/77,Governor,,Rob Astorino,Conservative,1
Bronx,010/77,Governor,,Andrew M. Cuomo,Working Families,7
Bronx,010/77,Governor,,Andrew M. Cuomo,Independence,1
Bronx,010/77,Governor,,Howie Hawkins,Green,0
Bronx,010/77,Governor,,Andrew M. Cuomo,Women's Equality,0
Bronx,010/77,Governor,,Steven Cohn,Sapient,0
Bronx,010/77,Governor,,Rob Astorino,StopCommonCore,0
Bronx,010/77,Governor,,Michael McDermott,Libertarian,0
Bronx,010/77,Governor,,Scattered,,1
Bronx,011/77,Governor,,Public Counter,,236
Bronx,011/77,Governor,,Emergency,,0
Bronx,011/77,Governor,,Absentee/Military,,2
Bronx,011/77,Governor,,Federal,,0
Bronx,011/77,Governor,,Affidavit,,3
Bronx,011/77,Governor,,Andrew M. Cuomo,Democratic,220
Bronx,011/77,Governor,,Rob Astorino,Republican,8
Bronx,011/77,Governor,,Rob Astorino,Conservative,0
Bronx,011/77,Governor,,Andrew M. Cuomo,Working Families,3
Bronx,011/77,Governor,,Andrew M. Cuomo,Independence,2
Bronx,011/77,Governor,,Howie Hawkins,Green,1
Bronx,011/77,Governor,,Andrew M. Cuomo,Women's Equality,1
Bronx,011/77,Governor,,Steven Cohn,Sapient,0
Bronx,011/77,Governor,,Rob Astorino,StopCommonCore,0
Bronx,011/77,Governor,,Michael McDermott,Libertarian,0
Bronx,012/77,Governor,,Public Counter,,171
Bronx,012/77,Governor,,Emergency,,0
Bronx,012/77,Governor,,Absentee/Military,,9
Bronx,012/77,Governor,,Federal,,1
Bronx,012/77,Governor,,Affidavit,,1
Bronx,012/77,Governor,,Andrew M. Cuomo,Democratic,162
Bronx,012/77,Governor,,Rob Astorino,Republican,6
Bronx,012/77,Governor,,Rob Astorino,Conservative,0
Bronx,012/77,Governor,,Andrew M. Cuomo,Working Families,3
Bronx,012/77,Governor,,Andrew M. Cuomo,Independence,2
Bronx,012/77,Governor,,Howie Hawkins,Green,3
Bronx,012/77,Governor,,Andrew M. Cuomo,Women's Equality,2
Bronx,012/77,Governor,,Steven Cohn,Sapient,0
Bronx,012/77,Governor,,Rob Astorino,StopCommonCore,0
Bronx,012/77,Governor,,Michael McDermott,Libertarian,0
Bronx,013/77,Governor,,Public Counter,,131
Bronx,013/77,Governor,,Emergency,,0
Bronx,013/77,Governor,,Absentee/Military,,2
Bronx,013/77,Governor,,Federal,,0
