county,precinct,office,district,candidate,party,votes
Kings,011/44,U.S. House,07,Public Counter,Democratic,16
Kings,011/44,U.S. House,07,Emergency,Democratic,0
Kings,011/44,U.S. House,07,Absentee/Military,Democratic,0
Kings,011/44,U.S. House,07,Federal,Democratic,2
Kings,011/44,U.S. House,07,Affidavit,Democratic,0
Kings,011/44,U.S. House,07,Yungman F. Lee,Democratic,9
Kings,011/44,U.S. House,07,Jeffrey M. Kurzon,Democratic,1
Kings,011/44,U.S. House,07,Nydia M. Velazquez,Democratic,8
Kings,012/44,U.S. House,07,Public Counter,Democratic,0
Kings,012/44,U.S. House,07,Emergency,Democratic,0
Kings,012/44,U.S. House,07,Absentee/Military,Democratic,0
Kings,012/44,U.S. House,07,Federal,Democratic,0
Kings,012/44,U.S. House,07,Affidavit,Democratic,0
Kings,064/44,U.S. House,07,Public Counter,Democratic,13
Kings,064/44,U.S. House,07,Emergency,Democratic,0
Kings,064/44,U.S. House,07,Absentee/Military,Democratic,0
Kings,064/44,U.S. House,07,Federal,Democratic,0
Kings,064/44,U.S. House,07,Affidavit,Democratic,0
Kings,064/44,U.S. House,07,Yungman F. Lee,Democratic,1
Kings,064/44,U.S. House,07,Jeffrey M. Kurzon,Democratic,1
Kings,064/44,U.S. House,07,Nydia M. Velazquez,Democratic,11
Kings,001/48,U.S. House,07,Public Counter,Democratic,12
Kings,001/48,U.S. House,07,Emergency,Democratic,0
Kings,001/48,U.S. House,07,Absentee/Military,Democratic,0
Kings,001/48,U.S. House,07,Federal,Democratic,0
Kings,001/48,U.S. House,07,Affidavit,Democratic,0
Kings,001/48,U.S. House,07,Yungman F. Lee,Democratic,12
Kings,001/48,U.S. House,07,Jeffrey M. Kurzon,Democratic,0
Kings,001/48,U.S. House,07,Nydia M. Velazquez,Democratic,0
Kings,001/49,U.S. House,07,Public Counter,Democratic,55
Kings,001/49,U.S. House,07,Emergency,Democratic,0
Kings,001/49,U.S. House,07,Absentee/Military,Democratic,0
Kings,001/49,U.S. House,07,Federal,Democratic,0
Kings,001/49,U.S. House,07,Affidavit,Democratic,0
Kings,001/49,U.S. House,07,Yungman F. Lee,Democratic,27
Kings,001/49,U.S. House,07,Jeffrey M. Kurzon,Democratic,8
Kings,001/49,U.S. House,07,Nydia M. Velazquez,Democratic,19
Kings,001/49,U.S. House,07,Scattered,Democratic,1
Kings,002/49,U.S. House,07,Public Counter,Democratic,24
Kings,002/49,U.S. House,07,Emergency,Democratic,0
Kings,002/49,U.S. House,07,Absentee/Military,Democratic,1
Kings,002/49,U.S. House,07,Federal,Democratic,1
Kings,002/49,U.S. House,07,Affidavit,Democratic,0
Kings,002/49,U.S. House,07,Yungman F. Lee,Democratic,13
Kings,002/49,U.S. House,07,Jeffrey M. Kurzon,Democratic,1
Kings,002/49,U.S. House,07,Nydia M. Velazquez,Democratic,12
Kings,003/49,U.S. House,07,Public Counter,Democratic,19
